ScenarioKey,Block,Network,Demand,Goodwill,Backlog,MARL,Seed,Profit,FillRate,ServiceLevel,AvgInv,Unfulfilled,Revenue,HoldingCost,BacklogPenalty,ProcurementCost,OperatingCost,BullwhipRatio,PlanTime,ReplayTime,Latency,ParseFailureRate,TotalQueries,ParseFailures
B_PaperReplication|base|stationary|GW:False|BL:True|MARL:False,B_PaperReplication,base,stationary,False,True,False,42,-51911.274000000005,1.0,1.0,13860.833333333334,0.0,13514.65,31921.467999999997,0.0,33428.23,76.226,13052963.365274053,0.005618984000000271,411.969732323,411.97535130700004,0.03333333333333333,30,1
B_PaperReplication|base|stationary|GW:False|BL:True|MARL:False,B_PaperReplication,base,stationary,False,True,False,123,-48860.247,1.0,0.9333333333333333,13909.977777777778,16.0,12033.65,31846.552999999993,1.6,28981.65,64.094,7214886.679333514,0.00013011299995469017,364.764198531,364.76432864399993,0.03333333333333333,30,1
B_PaperReplication|base|stationary|GW:False|BL:True|MARL:False,B_PaperReplication,base,stationary,False,True,False,456,-54160.59500000001,1.0,1.0,14229.322222222223,0.0,12826.5,32706.575000000023,0.0,34206.25,74.27,9734698.735218681,0.0009976979999919422,355.348493461,355.34949115899997,0.03333333333333333,30,1
B_PaperReplication|base|stationary|GW:False|BL:False|MARL:False,B_PaperReplication,base,stationary,False,False,False,42,-51911.274000000005,1.0,1.0,13860.833333333334,0.0,13514.65,31921.467999999997,0.0,33428.23,76.226,13052963.365274053,0.00021278300005178608,504.09934806499996,504.099560848,0.03333333333333333,30,1
B_PaperReplication|base|stationary|GW:False|BL:False|MARL:False,B_PaperReplication,base,stationary,False,False,False,123,-53922.457,0.9834710743801653,0.9666666666666667,14180.722222222223,10.0,12382.65,32511.432999999997,1.0,33721.65,71.02399999999997,7788404.507874228,0.0018556019999778073,559.3983286780001,559.4001842800001,0.03333333333333333,30,1
