ScenarioKey,Block,Network,Demand,Goodwill,Backlog,MARL,Seed,Profit,FillRate,ServiceLevel,AvgInv,Unfulfilled,Revenue,HoldingCost,BacklogPenalty,ProcurementCost,OperatingCost,FixedOrderingCost,BullwhipRatio,PlanTime,ReplayTime,Latency
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,42,1153.5958520541571,0.9764493552672328,0.5,116.3007836243698,1271.5221934100623,4772.180734504693,465.52904821752185,127.15221934100629,3006.5669694077715,19.336645484238684,0.0,566.7156573964413,0.007426137000003,0.043455080000001,0.0508812170000041
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,123,1054.1270499094176,0.9575121407788016,0.4333333333333333,125.42206812564456,1574.4695597099912,4793.548551595916,502.7171474031944,157.44695597099908,3059.1922173278426,20.065180984462035,0.0,333.4295379371917,0.0004394340000004,0.0611968390000043,0.0616362730000048
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,456,1107.0913361332437,0.987607383342258,0.5,120.7087921022946,1230.1987734123145,4708.157480368613,486.6184453156799,123.01987734123148,2971.8105854817527,19.617236096703508,0.0,412.246889987037,0.0003042660000005,0.0447299659999984,0.045034231999999
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,789,984.3207197050442,0.9734923523744108,0.4666666666666667,128.02615499213303,1579.617215624094,4701.18016493245,505.6811616648408,157.9617215624094,3033.30943066391,19.90713133624397,0.0,326.17689594647635,0.0003044899999977,0.0455279640000014,0.0458324539999992
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,1011,1083.9487443341698,0.9720863268000728,0.5,115.92577538962546,997.653511937246,4627.887265909668,464.3941981062285,99.7653511937246,2960.4538671552964,19.325105120248303,0.0,307.8437889519076,0.0003056919999977,0.0494101530000037,0.0497158450000014
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,2022,1111.956018914351,0.9812388765171942,0.4666666666666667,122.02157558141737,1486.8052787159288,4872.820557718505,483.7651232943813,148.68052787159286,3108.3010506793894,20.117836958790736,0.0,458.94035561642767,0.000302383999994,0.045457865000003,0.045760248999997
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,3033,1126.0039895392194,0.9843559133825514,0.5,116.80422291643016,1170.7844441039192,4641.518562836257,463.0753044694814,117.07844441039192,2916.491590194205,18.869234222959,0.0,351.27991322003,0.0003236339999972,0.0453085079999979,0.0456321419999952
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,4044,1131.8834633170416,0.954811051644748,0.4333333333333333,118.10761802761928,1539.0726042908952,5097.17602889323,493.1139407361922,153.90726042908955,3296.8810743305453,21.390290080359915,0.0,334.09458355666425,0.0004772440000024,0.0583176450000024,0.0587948890000049
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,5055,1109.8185867213233,0.969909791576146,0.4666666666666667,122.3192276471144,1542.4699945021785,4969.428172252081,495.1778991688908,154.24699945021786,3189.509761130754,20.674925780896167,0.0,402.027148520207,0.0004480380000018,0.0444006009999995,0.0448486390000013
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,6066,1052.5345367148866,0.9610584602185644,0.4666666666666667,126.62772836221016,1682.0440563609827,4707.241127071295,499.0595268864952,168.2044056360983,2967.9758795167336,19.466778317083843,0.0,354.10191518757773,0.0003119730000022,0.0410333550000032,0.0413453280000055
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,42,770.9774260175468,0.7421584908880029,0.6,138.49485144511385,247.0121657292932,3791.674510465087,518.7998428666386,24.70121657292932,2460.2883371165003,16.907687891471113,0.0,429.9787862059707,0.0003041439999975,0.0460703279999989,0.0463744719999965
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,123,659.3699494825107,0.7044827279704827,0.5666666666666667,148.84243325971872,287.8338229567497,3760.875464857909,557.7211538904604,28.783382295674976,2496.8896095108166,18.111369678445367,0.0,233.6655465602488,0.0003106010000024,0.0453844070000002,0.0456950080000027
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,456,733.8077891835909,0.7517106197417253,0.6666666666666666,142.08418533722036,234.1368855835531,3797.726798475423,537.4709303249923,23.41368855835531,2485.2006491787183,17.833741229766247,0.0,274.64447333058774,0.0003016679999987,0.0469163850000029,0.0472180530000017
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,789,631.8131087297554,0.7292337954130863,0.6,149.5008326649237,249.91720683372137,3786.1930110577855,558.3685690236229,24.991720683372137,2552.650995160065,18.36861746097048,0.0,197.28049254584448,0.0003088309999981,0.0412380730000023,0.0415469040000004
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,1011,793.3058643268039,0.7772712088139346,0.6333333333333333,132.8503950123933,204.0195727264358,3851.488730098035,501.8275333663652,20.40195727264358,2518.758698284779,17.194676847441986,0.0,191.5819779930804,0.000302750000003,0.0608263240000042,0.0611290740000072
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,2022,784.1751600083317,0.759474108171367,0.6333333333333333,144.11076692626176,230.4238043718304,3958.4612945145104,535.1991805305362,23.04238043718304,2598.015322707209,18.029250831249858,0.0,347.32356201102465,0.000434220999999,0.0706307479999992,0.0710649689999982
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,3033,805.2526212211079,0.7659625497630234,0.6,135.0555209942257,216.9527163696773,3758.6469755929456,501.7846594425436,21.69527163696773,2413.400814866372,16.513608425954086,0.0,270.1565899585343,0.0004363850000004,0.0704198430000033,0.0708562280000038
