ScenarioKey,Block,Network,Demand,Goodwill,Backlog,MARL,Seed,Profit,FillRate,ServiceLevel,AvgInv,Unfulfilled,Revenue,HoldingCost,BacklogPenalty,ProcurementCost,OperatingCost,FixedOrderingCost,BullwhipRatio,PlanTime,ReplayTime,Latency
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,42,1284.675912565703,0.995728504123384,0.5333333333333333,101.07356698822804,1271.6039957185706,4688.374863573454,407.5268257733797,127.16039957185704,2850.8026223901893,18.20910327232293,0.0,435.1339207103592,14.131376047000003,0.1581913390000053,14.289567386000009
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,123,1196.3146430910265,0.9723165237181328,0.4666666666666667,108.5492215696908,1504.0383080454883,4743.291099142982,440.79550005557337,150.40383080454885,2936.769791215176,19.00733397665546,0.0,242.302916190852,0.0348771620000007,0.2297023169999974,0.2645794789999982
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,456,1238.798166904027,0.9937671418868216,0.5666666666666667,102.92909419553892,1207.0769816123277,4601.652836603238,421.3551959306672,120.70769816123276,2802.210956844061,18.580818763254246,0.0,360.70157465290936,0.0393460199999964,0.2354583640000029,0.2748043839999994
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,789,1142.8200186042,0.9862739862708592,0.4666666666666667,107.3739983474723,1513.2242442736292,4650.675472348975,429.9925881748812,151.32242442736288,2907.938192447795,18.6022486947375,0.0,237.0924171630624,0.0448793999999992,0.1785928580000018,0.223472258000001
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,1011,1193.2055900391233,0.9748065008029252,0.5,100.107401411057,985.1559025085576,4516.236188927544,401.2109266736508,98.51559025085577,2805.2043992769686,18.09968268694672,0.0,213.9325853460029,0.0472537000000059,0.2595932030000014,0.3068469030000074
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,2022,1184.9526454035451,0.976626196747512,0.4666666666666667,109.34776076763454,1481.1225130072785,4733.546620097697,436.3257848448837,148.11225130072785,2945.1485577701865,19.007380778350573,0.0,338.1772200474431,0.0438608500000015,0.2824146120000037,0.3262754620000052
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,3033,1230.933962183417,0.992049858443027,0.5333333333333333,102.84682156416496,1158.5738484923131,4555.239157182846,409.84156736222633,115.85738484923134,2780.7174340332817,17.888808754689027,0.0,297.5636259304075,0.0323342949999982,0.1924581509999967,0.224792445999995
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,4044,1253.1687757854877,0.951492818353587,0.4666666666666667,98.3192796666792,1499.2811972559089,4948.764399373484,416.6256170116427,149.9281197255909,3108.859194058477,20.182692792284936,0.0,239.4220802359289,0.0391113959999955,0.2137623699999977,0.2528737659999933
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,5055,1260.113872608724,0.9850239535758828,0.4666666666666667,103.5103361510671,1474.6775576731914,4879.9159147665605,422.69559114431945,147.46775576731912,3030.1238354583206,19.514859787879416,0.0,230.26346108267413,0.0511306170000054,0.5144378330000023,0.5655684500000078
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,6066,1192.6350882547772,0.970622678261173,0.4333333333333333,107.3137700691957,1719.3319836964863,4610.204259048729,426.1841569508604,171.9331983696487,2801.3468332647544,18.10498220868703,0.0,231.4223674028832,0.0624790770000061,0.2349558720000004,0.2974349490000065
