ScenarioKey,Block,Network,Demand,Goodwill,Backlog,MARL,Seed,Profit,FillRate,ServiceLevel,AvgInv,Unfulfilled,Revenue,HoldingCost,BacklogPenalty,ProcurementCost,OperatingCost,FixedOrderingCost,BullwhipRatio,PlanTime,ReplayTime,Latency
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,42,1183.4761785730782,1.0,0.6666666666666666,122.74687346428158,1149.1923655611713,4910.708100137012,484.4652982465309,114.91923655611711,3108.007925191546,19.839461569741825,0.0,570.6562083858836,0.0102452040000002,0.0462343529999955,0.0564795569999958
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,123,1097.8408810591789,0.9795344558591912,0.5,127.77193772239154,1448.0986403323975,4873.244552516809,509.0240365628459,144.8098640332398,3101.632912348703,19.936858512841614,0.0,311.8004864053394,0.0003666070000036,0.0484833950000052,0.0488500020000088
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,456,1118.481074522102,1.0,0.6333333333333333,124.8266338913754,1117.5255109087534,4812.97468784836,500.7456480475445,111.75255109087534,3061.898513813654,20.09690037418407,0.0,470.07495028014216,0.0003750019999984,0.0398690750000056,0.0402440770000041
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,789,1052.4556143723846,1.0,0.5666666666666667,128.27575823937497,1287.300655394563,4807.224032087895,506.89497286468304,128.7300655394563,3099.39423889164,19.749140419731702,0.0,293.2542043704986,0.0003720839999985,0.0410417069999979,0.0414137909999965
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,1011,1137.3973220587586,0.9921176773580768,0.5666666666666667,117.94431560645468,817.0651468843187,4751.269076707705,467.0260100537672,81.70651468843187,3045.397488198914,19.74174170783309,0.0,297.59171897654176,0.0003649470000013,0.040622313,0.0409872600000014
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,2022,1155.5247003134573,1.0,0.5666666666666667,124.13342603488702,1265.545055048025,4937.858987868407,491.6676625350789,126.55450550480252,3144.4133107864936,19.69880872857543,0.0,415.3929153774508,0.000400625999994,0.0469921010000007,0.0473927269999947
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,3033,1172.1463173563188,1.0,0.6,117.6247119429558,1040.255856347767,4745.902559090664,462.3189746054818,104.02558563477668,2988.3408701891444,19.07081130494229,0.0,399.5776528955375,0.0003640170000025,0.0398049699999987,0.0401689870000012
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,4044,1200.533200097107,0.9854811538054276,0.5333333333333333,121.08942913963344,1349.8160016876293,5266.6768520692285,500.87467479728616,134.98160016876295,3408.2180541270127,22.0693228790592,0.0,325.37187063550874,0.0003697149999979,0.0406262169999962,0.0409959319999941
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,5055,1209.4089233718796,1.0,0.6,120.6557855167545,1275.5104712415964,5094.406746643479,483.7585866320814,127.55104712415964,3253.1235784937285,20.56461102163016,0.0,307.0423435016365,0.0005116499999999,0.0404604080000012,0.0409720580000012
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,6066,1150.540550016183,0.990924024130821,0.4666666666666667,123.96032518423482,1509.0884897503397,4750.5636694416935,486.1357956274544,150.90884897503395,2944.6162809324383,18.362193890582915,0.0,302.2506934183316,0.0003705150000001,0.0403231330000011,0.0406936480000013
A_Core|base|trend+seasonal|GW:False|BL:False|MARL:False,A_Core,base,trend+seasonal,False,False,False,42,795.4262914254047,0.7695911074050297,0.7333333333333333,145.8787637221441,220.7317191059816,3941.594684337266,539.6586441841973,22.073171910598163,2567.2552824208024,17.18129439626396,0.0,473.1765621129111,0.0003724970000007,0.0416145809999974,0.0419870779999982
