ScenarioKey,Block,Network,Demand,Goodwill,Backlog,MARL,Seed,Profit,FillRate,ServiceLevel,AvgInv,Unfulfilled,Revenue,HoldingCost,BacklogPenalty,ProcurementCost,OperatingCost,FixedOrderingCost,BullwhipRatio,PlanTime,ReplayTime,Latency,SolveTime,SolveStatus,FailedSolves
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,42,1080.3160000000148,0.8141962421711962,0.3333333333333333,81.52472222222194,1878.4499999999764,3471.000000000022,278.02899999999954,187.84499999999764,1911.000000000009,13.81,0.0,64.74900137962005,0.3996852209999701,8.283589469999981,8.683274690999951,7.997556982999981,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,123,1051.027333375017,0.8008213552361468,0.3333333333333333,81.94379629444414,2141.8833329999734,3471.0000000000264,280.9743333249996,214.1883332999973,1911.000000000012,13.81,0.0,32.41724524239279,0.000241528999993,7.711214205000033,7.711455734000026,7.530496736000032,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,456,1088.1940000400143,0.8271474019088081,0.3333333333333333,81.76185184999973,1787.1333329999773,3471.0000000000227,279.2826666599997,178.71333329999771,1911.000000000012,13.81,0.0,50.27416410003246,0.0004011969999737,5.727365328000019,5.727766524999993,5.571950962999836,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,789,1079.6003332900143,0.8450704225352178,0.4,83.43703703888862,1804.666666999978,3471.0000000000227,286.12300000999954,180.46666669999783,1911.000000000012,13.81,0.0,34.738746068672185,0.0003725249999888,5.650121277999972,5.650493802999961,5.494688574999827,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,1011,1125.3979167230132,0.8515283842794825,0.4333333333333333,85.00824073777758,1305.483332799991,3471.0000000000227,290.24374999699955,130.54833327999913,1911.00000000001,13.809999999999995,0.0,53.99756204812645,0.0397230499999992,1.0917494979999989,1.131472547999998,1.058348747999997,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,2022,1064.7738332550164,0.8141962421711973,0.3666666666666666,82.56851852222191,2006.3333339999767,3471.000000000027,280.78283334499946,200.6333333999977,1911.0000000000127,13.809999999999995,0.0,45.75814471843071,7.566400000058593e-05,1.0310832849999976,1.0311589489999982,0.999493784999995,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,3033,1100.6130000000162,0.8414239482200724,0.3666666666666666,82.91611111111082,1637.8999999999794,3471.000000000027,281.7869999999995,163.78999999999792,1911.0000000000127,13.809999999999995,0.0,68.46779794655498,0.0001187149999992,1.0351827469999968,1.035301461999996,1.0034593450000138,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,4044,1033.937000000015,0.7662082514734834,0.3,80.33444444444419,2389.199999999977,3471.000000000023,273.3329999999996,238.9199999999977,1911.000000000012,13.81,0.0,40.67484683458124,0.0001061450000001,1.0329258330000002,1.0330319780000004,1.0010445090000104,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,5055,1053.1718332900143,0.7902735562310091,0.3666666666666666,82.41759259444417,2119.166666999977,3471.0000000000227,281.10150000999965,211.91666669999773,1911.000000000012,13.81,0.0,36.24825833556709,0.0001201739999991,1.038349133999997,1.0384693079999965,1.006337940999991,1,0
A_Core|base|trend+seasonal|GW:False|BL:True|MARL:False,A_Core,base,trend+seasonal,False,True,False,6066,1055.8108332840193,0.8049535603715253,0.3333333333333333,82.56250000222187,2082.250000399969,3471.00000000003,282.1541666759994,208.22500003999693,1911.0000000000148,13.809999999999995,0.0,31.486246815793947,0.0001005689999971,1.044248899000003,1.044349468,1.011284159999995,1,0
